STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/14/2023,5.59,0,74,51,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/15/2023,3.58,0,73,47,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/16/2023,11.41,0.53,78,60,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/17/2023,7.83,0.01,76,54,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/18/2023,9.62,0,66,53,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/19/2023,10.51,0,69,58,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/20/2023,5.14,0,78,63,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/21/2023,5.37,0.06,74,52,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/22/2023,6.71,0,75,50,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/23/2023,10.74,0,70,57,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/24/2023,7.16,0,72,49,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/25/2023,7.61,0,64,48,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/26/2023,12.97,0,68,53,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/27/2023,14.76,0,67,57,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/28/2023,12.75,0.83,65,60,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/29/2023,8.95,0.15,77,64,1,1,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/30/2023,8.95,0.49,64,61,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,5/31/2023,7.38,0,73,59,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/1/2023,7.16,0,72,62,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/2/2023,4.92,0,80,60,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/3/2023,9.17,0,76,55,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/4/2023,9.4,0,68,52,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/5/2023,4.25,0,77,47,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/6/2023,6.04,0,80,53,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/7/2023,4.92,0.62,75,59,1,0,1,0,0,0,1,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/8/2023,3.8,0,73,51,1,0,0,0,0,0,1,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/9/2023,3.8,0.01,77,52,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/10/2023,5.14,0,82,52,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/11/2023,11.18,0,85,64,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/12/2023,9.62,0.12,84,69,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/13/2023,4.7,0,80,58,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/14/2023,10.51,0,84,63,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/15/2023,4.92,0.05,83,62,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/16/2023,7.38,1.3,86,61,0,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/17/2023,6.26,0,80,60,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/18/2023,3.36,0,82,59,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/19/2023,7.38,0,87,63,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/20/2023,11.86,0.67,73,69,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/21/2023,16.33,1.73,71,66,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/22/2023,8.28,0.02,75,67,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/23/2023,7.61,0.65,81,70,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/24/2023,6.26,0.34,84,71,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/25/2023,3.8,0.03,86,68,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/26/2023,10.29,0,87,73,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/27/2023,8.05,0.89,86,65,0,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/28/2023,4.7,0,84,65,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/29/2023,3.36,0,81,64,1,0,0,0,0,0,1,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,6/30/2023,3.8,0,85,61,1,0,0,0,0,0,1,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/1/2023,6.93,0,89,67,1,0,0,0,0,0,1,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/2/2023,10.51,0,92,74,0,0,0,0,0,0,1,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/3/2023,11.18,0,92,74,0,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/4/2023,8.5,0,91,74,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/5/2023,5.82,0,89,75,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/6/2023,4.03,0.52,88,72,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/7/2023,3.8,0,88,70,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/8/2023,3.58,0.14,88,73,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/9/2023,4.7,1.04,88,71,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/10/2023,3.36,0,83,68,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/11/2023,3.58,0,88,65,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/12/2023,4.03,0,90,66,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/13/2023,10.96,0,91,75,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/14/2023,9.84,0.33,87,73,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/15/2023,9.62,0.08,90,76,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/16/2023,9.62,0.61,86,75,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/17/2023,4.25,0.01,88,71,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/18/2023,5.37,0,90,69,1,0,0,0,0,0,1,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/19/2023,6.26,0.03,86,70,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/20/2023,3.58,0,89,70,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/21/2023,4.7,0,88,69,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/22/2023,4.7,0,83,69,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/23/2023,4.47,0,86,65,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/24/2023,6.26,0.9,81,68,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/25/2023,3.8,0,88,66,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/26/2023,6.71,0,87,69,0,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/27/2023,12.3,0,93,76,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/28/2023,12.75,0,94,78,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/29/2023,15.66,0.22,92,74,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/30/2023,5.82,0,82,64,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,7/31/2023,4.47,0.01,85,61,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/1/2023,4.92,0,83,63,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/2/2023,3.8,0,81,61,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/3/2023,2.91,0.04,81,58,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/4/2023,4.25,2.08,75,66,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/5/2023,4.47,0,83,68,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/6/2023,5.82,0,87,66,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/7/2023,10.96,0,90,74,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/8/2023,11.18,0,87,72,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/9/2023,4.47,0,86,64,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/10/2023,8.95,0.14,81,70,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/11/2023,3.58,0,86,67,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/12/2023,5.14,0,90,64,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/13/2023,6.93,0,93,76,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/14/2023,4.7,0.04,93,73,1,1,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/15/2023,11.63,0.11,95,73,0,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/16/2023,4.92,0,85,69,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/17/2023,7.38,0.02,87,70,0,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/18/2023,8.5,0,88,68,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/19/2023,5.14,0,83,62,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/20/2023,3.8,0,88,60,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/21/2023,4.47,0,92,71,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/22/2023,7.61,0,85,69,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/23/2023,7.83,0,80,64,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/24/2023,6.26,0,85,63,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/25/2023,12.3,0,92,72,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/26/2023,6.93,0,91,74,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/27/2023,7.16,0,84,70,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/28/2023,8.28,1.31,80,71,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/29/2023,3.58,0.06,87,73,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/30/2023,4.7,0.27,86,73,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,8/31/2023,10.29,0.29,76,59,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/1/2023,6.93,0,78,58,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/2/2023,2.24,0,78,54,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/3/2023,6.04,0,87,60,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/4/2023,4.47,0,91,69,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/5/2023,3.58,0,92,71,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/6/2023,2.91,0,94,69,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/7/2023,6.04,0,95,73,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/8/2023,8.28,0,91,74,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/9/2023,4.25,0.15,87,70,1,0,1,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/10/2023,3.58,0.91,85,69,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/11/2023,4.25,0,84,66,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/12/2023,4.7,0,88,66,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/13/2023,3.58,0.02,83,67,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/14/2023,7.83,0,82,66,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/15/2023,6.71,0,75,55,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/16/2023,4.25,0,80,50,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/17/2023,7.16,0.01,80,56,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/18/2023,5.59,0.54,77,57,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/19/2023,4.25,0,79,52,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/20/2023,3.8,0,81,56,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/21/2023,5.59,0,79,57,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/22/2023,14.09,0.55,74,64,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/23/2023,14.54,2.04,75,63,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/24/2023,8.72,0.01,72,62,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/25/2023,3.58,0,76,64,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/26/2023,6.26,0.1,67,63,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/27/2023,8.5,0.05,66,60,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/28/2023,7.61,0.02,68,62,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/29/2023,6.49,0.02,69,63,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,9/30/2023,4.92,0,71,59,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/1/2023,3.58,0,77,56,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/2/2023,4.47,0,80,54,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/3/2023,2.46,0,78,55,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/4/2023,3.36,0,77,50,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/5/2023,4.7,0,79,55,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/6/2023,2.24,0,78,60,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/7/2023,6.04,0.03,72,51,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/8/2023,7.61,0,65,43,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/9/2023,9.4,0,69,42,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/10/2023,4.03,0,72,46,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/11/2023,2.46,0.02,73,49,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/12/2023,2.24,0,72,50,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/13/2023,3.36,0,72,46,1,1,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/14/2023,4.7,0.98,65,51,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/15/2023,9.4,0.03,63,44,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/16/2023,6.93,0,63,42,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/17/2023,5.82,0,65,44,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/18/2023,2.24,0,67,41,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/19/2023,5.59,0,70,43,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/20/2023,7.61,0.03,73,56,1,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/21/2023,12.75,0,70,54,0,0,0,0,0,0,0,0
USW00093741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",37.13216,-76.49399,10.9,10/22/2023,8.05,0,69,48,0,0,0,0,0,0,0,0
